ACTIVITY_UUID,TITLE,GROUP_RESPONSIBLE_NAME,RESPONSIBLE_WITH_DETAILS,ACTIVITY_TYPE_EN,WBS_NODE_CODE,FACILITY_NAMES,PRIORITY_EN,CREATOR_NAME,CREATION_DATE,LOCATION_INFORMATION,GOAL,IMPACT_NOT_DONE,PERIOD,PREPARATION_DURATION,INSTALLATION_DURATION,COMMISSIONING_DURATION,CLUSTER
8033baff-7013-4ea6-8c6c-49d88e92041e,New liquefier in P6 for helium management: 2018,TE-CRG,LIONEL HERBLIN (TE-CRG-OP),Consolidation & upgrade/Other,NONE,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,Improve the management of the helium inventory during long shutdowns.,Reduced flexibility in helium management.,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
81578ada-9905-47d7-835b-35baa09f4adc,Short Circuit Tests campaign at the end of LS2,TE-MPE,MIRKO POJER (TE-MPE-MP),Consolidation & upgrade/Other,NONE,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,"The tests will be performed in all UAs and RRs, with limitation of access in front of the DFBs only on the day of the test.","The objective of the Short Circuit Test campaign is threefold:
validate the replacement of the water-cooled cable hoses in several points;
validate the maintenance on the 13 kA energy extraction systems in all points
put in operation and validate a permanent monitoring system for the 13 kA conical joints.","The bad cooling of the water-cooled cables could have catastrophic consequences on the integrity of the cables, while a bad conical joint could lead to local melting of the joint itself. In both cases, the stop could be of several weeks, if discovered during operation.
The missing validation of the maintained EE systems could have important consequences on the integrity of the 13 kA circuits, with major consequences.","[['LS2'], ['LS2'], ['LS2']]",22.0,22.0,22.0,0
8572a050-732b-4622-86b4-e3cd82e36c2a,Profound maintenance of REX-ISOLDE tube amplifiers and replacement of 101MHz 4.5kW solid state amplifiers,SY-RF,SUITBERT RAMBERGER (SY-RF-LIS),Consolidation & upgrade/Other,ACCONS,ISOLDE,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Amplifier room of REX-ISOLDE,Work required to assure the availability of the machine,"The profound maintenance requires a downtime of a few weeks. - In case not done during LS2, it might need to be undertaken following a failure.
The current solid state amplifiers show increased failure rates. - So far capacitor replacement was the first cause and this cause has mostly been cured. Now the active elements reach their end of life-time. If the amplifier replacement is postponed, more frequent failures will lead to increased repair and downtime.","[['LS2'], ['LS2'], ['LS2']]",8.0,32.0,2.0,0
85798a58-a88f-4766-93d0-c6144cc9cf02,SM18 integrate application,BE-ICS,LUKASZ JACEK GORALCZYK (BE-ICS-CE),Consolidation & upgrade/Other,OTHER,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,"SM18 - ""Overview"" application",TBD,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
8828ec7b-3acb-46c4-bdd1-cef51420c600,Linac4 LEBT Redesign,BE-ABP,ALESSANDRA LOMBARDI (BE-ABP-HSL),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,OTHER,LINAC 4,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,Optimise beam transport at low energy in Linac4,Difficulty to maintain intensity required for ISOLDE Upgrade,"[['2023', '2024'], ['LS3'], ['LS3']]",-1.0,10.0,6.0,0
8a647c2a-eba6-47d2-989e-03a6df32c219,GCS CLOUD PLC code upgrade & consolidation,BE-ICS,ENRIQUE BLANCO VINUELA (BE-ICS-CE),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,NONE,Unknown,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,PLC Software upgrade,Schneider Premium PLC will become obsolete. Require upgrade to M580,"[['LS2'], ['LS2'], ['LS2']]",1.0,1.0,-1.0,8
8c27415a-067a-4330-9bcf-cd2e945d4b4a,SPS BA5 renovation reseaux et sous stations   HT/BT ,EN-EL,STEFANO BERTOLASI (EN-EL-EPM),Consolidation & upgrade/Other,SPS-CONS,SPS,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,SPS5 BA5 BB5,"[EDMS 1502229 V1.0 section 4] 
- Consolidation of stable and pulsed networks: primary distribution [HV transformers, HV cables, HV cubicles, LV primary switchboards, auxiliary power supply systems]
- Consolidation of stable and pulsed networks: secondary distribution [LV secondary switchboards, UPS]
- Consolidation of stable and pulsed networks: underground power distribution and lights [underground power distribution, normal lights]
- Cnosolidation of safety network [safety lights, emergency lights, HV transformers, HV cubicles, LV secondary switchboards]","[EDMS 1502229 V1.0 section 7]
Without the consolidation of the electrical networks of the SPS, the reliability of the SPS, the North Area and the LHC may be jeopardized in the coming years, due to the obsolescence of the installed equipment. The safety of personnel may be lowered as well, especially in BA4 and BA5. On the other hand, the proper implementation of the non-EL works foreseen for the LS2 in the underground facility will depend on the reliability of the safety network (due to the impact on the access control systems, ventilation, lifts) as well as the distribution equipment installed underground (lights, power sockets).","[['LS2'], ['LS2'], ['LS2']]",12.0,48.0,16.0,0
8c79f7d1-e854-40c2-8ed0-5b74ddc964ef,Beam control upgrade,SY-RF,HEIKO DAMERAU (SY-RF-BR),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,OTHER,PS,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,bat 353,"More stable production of LHC-type beams; improved reliability; replacement of obsolete hardware

",More frequent and longer down-time due to hardware failures; beam parameters of LHC-type beams drift with time,"[['LS2'], ['LS2'], ['LS2']]",48.0,48.0,8.0,0
8f6f3816-f706-4577-b8f5-9e2f6af6fd76,FEC installation for FMCMs of HiRadMat,TE-MPE,ALAIN ANTOINE (TE-MPE-MI),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,NONE,SPS,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,BA6,have a supervision of the FMCMs installed,"loss of machine time in case of FMCM problems, as not diagnostics is possible.","[['LS2'], ['LS2'], ['LS2']]",1.0,1.0,1.0,2
904db44c-8a90-4ed6-bc66-eaa0c3296899,CMS GCS PLC Â hardware Upgrade (6 PLCs),BE-ICS,ENRIQUE BLANCO VINUELA (BE-ICS-CE),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,PH-0903,CMS,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,replacement of Schneider PLCs (new chassis and profibus interface) to new Ethernet IP type (M340/580),Schneider Premium PLC will become obsolete. Require upgrade to M580,"[['LS2'], ['LS2'], ['LS2']]",2.0,2.0,-1.0,8
93a7714c-8e97-4b7c-95f2-9274efe62af2,Consolidate the Linac 2 ventilation control and regulation system,EN-CV,SERGE DELEVAL (EN-CV-WMC),Consolidation & upgrade/Other,PS-CONS,LINAC 2,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,bldg. 363,Full replacement of the control and power cubicles.,"Ventilation of the area not ensured, frequently stopped, impossibility to evacuate heat load for future L4 equipment","[[nan], ['LS2'], ['LS2']]",48.0,20.0,4.0,0
9548aeb7-48af-4b33-8a6b-552fad7a931c,New cryodistribution for AD: 2019,TE-CRG,OLIVIER PIROTTE (TE-CRG-ME),Consolidation & upgrade/Other,OTHER,AD,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,Create a new cryodistribution system for AD.,No improvment in liquid helium handling.,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
98060e3a-5d37-4a29-9c5e-4ab702ef8e2c,Atlas GCS PLC Â hardware Upgrade (8 PLCs),BE-ICS,ENRIQUE BLANCO VINUELA (BE-ICS-CE),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,PH-0901,Atlas,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,replacement of Schneider PLCs (new chassis and profibus interface) to new Ethernet IP type (M340/580) (8PLCs),Schneider Premium PLC will become obsolete. Require upgrade to M580,"[['LS2'], ['LS2'], ['LS2']]",2.0,2.0,-1.0,1
9a9cc679-3076-41be-8820-182904ed4a7d,Decabling Linac3 source cage 2022-2023 YETS,BE-ABP,DETLEF KUCHLER (BE-ABP-HSL),Maintenance & Operation,NONE,LINAC 3,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,bldg 351,"de-cabling the unused cables in the Linac3 source cage.
Being proposed for YETS22-23",potential impediment to smooth operationc,"[['LS2'], ['LS2'], ['LS2']]",-1.0,1.0,-1.0,2
9bc3ab2c-b720-4098-a09f-131b6c3770b4,Renovation - Beam Imminent Warning & Evacuation - SPS North Area - Evacuation Centrals (include Evacuation Matrixes),EN-AA,SILVIA GRAU (EN-AA-AS),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,ACCONS,SPS,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,North Area,"Renovation - Beam Imminent Warning & Evacuation - SPS North Area - Evacuation Centrals (include Evacuation Matrixes)
No resources attributed for LS2 (EDMS: 1716309). 
To be plan for LS3 or LS4. According to the available resources for LS3 and LS4, to be prioritised what is more critical: the renovation of alarms systems in the LHC or in the SPS North Area.","System obsolete, no spares available","[['LS2'], ['LS2'], ['LS2']]",96.0,-1.0,-1.0,8
9bc9ddf3-415d-4b71-bb6e-c599c543d51b,Consolidate the control system of the North Area cooling towers,EN-CV,RENAUD BARILLERE (EN-CV-CL),Consolidation & upgrade/Other,NA-CONS,SPS,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,"bldg. 893.
Attention: the real location is in the NA and not on the SPS complex",Replace the control cubicle (in particular S5 cards) and  refurbish the power cubicle. If possible implement a new control software,"The control part is obsolete, a failure of S5 cards will not allow any repair and the consequent stop of the activities in the NA","[['LS2'], ['LS2'], ['LS2']]",12.0,16.0,4.0,11
9c505c66-35cd-4be6-be7c-58a9131a32ac,Supply new converters for Cluster F of  HL-LHC Magnet Test Bed,SY-EPC,HUGUES THIESEN (SY-EPC-MPC),Consolidation & upgrade/Other,HL-6B,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Building SM18,"Supply of new power converters for Cluster D of  HL-LHC Magnet Test Bed :
-	RM.F  20 kA
-	2 x [2kA/10V]",No possibility to test HL-LHC protoype magnets and HL-LHC String,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
9d0c98c7-f27e-48dc-ad61-a407a78494e4,Installation of new 20.kA converter for EPC DCCT Test Bed,SY-EPC,MIGUEL CERQUEIRA BASTOS (SY-EPC-HPM),Consolidation & upgrade/Other,NONE,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Building 377,Replacement of the old 20 kA test bed power converter by a new one,No possibility to test new DCCTs before their integration in the power converters,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
a231ce0d-400b-41ad-a83f-d68c7b6f803e,Renovation of 2 LEIR  extraction dipole magnets,TE-MSC,DOMINIQUE BODART (TE-MSC-NCM),Consolidation & upgrade/Other,OTHER,LEIR,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,EE line magnets,Renovate magnets,Recurrent failures  of the cooling circuits,"[['LS2'], ['LS2'], ['LS2']]",12.0,12.0,1.0,0
a2f04507-8f18-4a4c-b335-6e19a1033116,Renovation - Fire Detection & Evacuation - SFDIN-00268- N.VEGA Zone 9 (ECN3-BA82-EHN2) - by new CASSIOPE,EN-AA,SILVIA GRAU (EN-AA-AS),Consolidation & upgrade/Other,ACCONS,SPS,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,North Area - ECN3-BA82-EHN2,"Renovation - Fire Detection & Evacuation - SFDIN-00268- N.VEGA Zone 9 (ECN3-BA82-EHN2) - by new CASSIOPE
No resources attributed for LS2 (EDMS: 1716309). 
To be plan for LS3 or LS4. According to the available resources for LS3 and LS4, to be prioritised what is more critical: the renovation of alarms systems in the LHC or in the SPS North Area.","System obsolete, no spares available, safety compromised.","[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,8
a6bd2703-7d9c-4115-bb45-cea9b30e90b4,"CSAM II- WP3 - Hard. Safety Alarm insfr. (MMD, CSAM)- SPS/LHC- Rempl. of General Zone Alarm cabling",EN-AA,PEDRO MARTEL (EN-AA-AC),Consolidation & upgrade/Other,ACCONS,"LHC Machine, SPS",4. Approved projects,SYSTEM ADMINISTRATORS,19-NOV-21,SPS/LHC,"Preventive Maint. - Hard. Safety Alarm insfr. (MMD, CSAM)- SPS&LHC - Rempl. of General Zone Alarm cabling  by fire resistant new one.
Under definition what needs to be done with EN/EL.
Do not eliminate this activity. To be shifted to after LS2 and evaluating if possible during operation.","System obsolete, no spares available","[['YETS2022-23', 'YETS2023-24', 'EYETS2024-25', 'LS3'], ['YETS2022-23', 'YETS2023-24', 'EYETS2024-25', 'LS3'], ['YETS2022-23', 'YETS2023-24', 'EYETS2024-25', 'LS3']]",96.0,96.0,96.0,8
a9795fc3-211a-4de4-92db-3f3f92911a7f,Projet Consolidation main alarm dispatcher SAREP-0411,EN-AA,SILVIA GRAU (EN-AA-AS),Consolidation & upgrade/Other,ACCONS,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,"The main alarm dispatcher is located in 212/1-402. It gathers safety and technical alarms from Safety Zone 06 (LHC Point), Safety Zone 10 (contains B867 and other tertiary buildings) , Safety Zone 18 (LHC Point), Safety Zone 19 (contains part of ISR and others), Safety Zone 21 (contains SCR and others), Safety Zone 22 (contains Meyrin Heating Plant, Diesel tanks, electrical substation and others), Safety Zone 23 (Contains Science Gateway), Safety Zone 24 (contains East Area), Safety Zone 25 (contains Main Building), Safety Zone 26 (contains Hotels), Safety Zone 30 (contains part of PS Complex).","EDMS 2248827
The CERN Hardware Alarm Monitoring Network (CHAMN) is the cabled network that integrates, through cables and alarm dispatchers, all Safety Alarms (AL3) and Technical Faults (AL2 and AL1) into the CSAM (CERN Hardware Alarm Monitoring) or TIM (Technical Infrastructure Monitoring) Systems. In order to continue delivering reliable and trustful information to these systems, the Hardware Alarm Service in BE-ICS-AS needs to renovate the SAREP-0411 (SAREP = Safety Alarm Repartiteur). This is the main alarm dispatcher in Meyrin, which concentrates big quantities of alarms and technical faults at the old TCR Â¿ Technical Control Room, situated in building 212 / 1-402. This alarm dispatcher, which was installed in the early years of CERN, has been growing and expanding through the years without a rigorous procedure. This SAREP is subject to become an important source of failures and constitutes a dangerous mix of power supplies (+24VDC, +48VDC and +110V) of various equipment.  This document summarizes the present status of the SAREP-0411, and proposes a project-oriented approach to improve the situation by upgrading and improving the Alarm Dispatcher.","Big Concentrator: The SAREP-0411 concentrates alarms and technical faults from 11 Safety Zones (between Meyrin, Prevessin and SPS BAÂ¿s), through cables, alarm dispatchers and clientÂ¿s equipment, creating an enormous and complex spider web, all interconnected. In case of an over-voltage or a short-circuit issue impacting any part of this spider web,  it creates enormous difficulties in terms of troubleshooting time and service interruption. Several safety issues have been identified in terms of electrification. This SAREP-0411 is located in a delicate location, next to diesel tanks, heating plant, electrical substations, and the main CERN warehouse. An external accident with an important impact on the SAREP-0411 cannot be excluded.","[['LS2'], ['LS2'], ['LS2']]",72.0,72.0,72.0,8
aa9648d0-e2ce-4344-9dc4-99afe0df767e,GCS NA62 PLC upgrade (1PLC),BE-ICS,GERALDINE THOMAS (BE-ICS-CE),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,NONE,NA62,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,GCA NA62 PLC upgrade,Schneider Premium PLC will become obsolete. Require upgrade to M580,"[['2023', '2024'], ['2023', '2024'], ['2023', '2024']]",1.0,1.0,2.0,8
ad4e0940-5e2f-47af-bf26-3b28fe1076cc,CRYO - Upgrade of LHC Cryogenics  production PLCs with Profibus installations,BE-ICS,ENRIQUE BLANCO VINUELA (BE-ICS-CE),Consolidation & upgrade/Other,ACCONS,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,CRYO - Upgrade of LHC Cryogenics  production PLCs with Profibus installations,new profibus architecture required for LS2,"[['LS2'], ['LS2'], ['LS2']]",6.0,2.0,-1.0,0
ad68760a-c262-448b-8950-9f4742d9034f,"Upgrade of cryogenics in B163, B165, Cryolab: 2018",TE-CRG,ANTONIO PERIN (TE-CRG-ME),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,OTHER,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,"B163, B165, Cryolab","Upgrade of cryogenics in B163, B165, Cryolab.",The test program for various projects cannot be performed.,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
ad971a1f-33ef-491c-b70d-7e4433b645c7,Campus network upgrade,IT-CS,MARC COLLIGNON (IT-CS-DO),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,OTHER,"Buildings And Other Facilities, LHC Machine, PS, SPS",6. Others,SYSTEM ADMINISTRATORS,19-NOV-21,In all IT star-points where the GPN is available.,Replacement of all GPN switches and routers in the IT star-points,Cut of the GPN network during the replacement of the switches. Works will be organized in order to minimize the network interruption.,"[[nan], ['2022'], [nan]]",-1.0,8.0,-1.0,0
ae7b2839-5752-4c0c-85ea-bc082db301c2,GCS LINAC4 Â PLC and supervision Â code consolidation and upgrade,BE-ICS,GERALDINE THOMAS (BE-ICS-CE),Consolidation & upgrade/Other,NONE,LINAC 4,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,PLC and Supervision Software upgrade,Schneider Premium PLC will become obsolete. Require upgrade to M580,"[['2023'], ['2023'], ['2023']]",1.0,1.0,-1.0,0
aeda928d-f2d8-4f61-a8cd-db6604c84ed7,SM18 - SIL3 Interlock,BE-ICS,JERONIMO ORTOLA VIDAL (BE-ICS-FT),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,OTHER,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,SM18 - Interlock,TBD,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
aefea290-ebaf-4b94-ba37-73c4e82762be,"EE - IGBT-based EE systems for test stations (2kA systems for Clusters D, A & F)",TE-MPE,GERT-JAN COELINGH (TE-MPE-MP),Consolidation & upgrade/Other,NONE,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,in SM18,"Development and design of a new generation of ultrafast switches for high-current applications based on IGBTs. 
Manufacture of a prototype and four 2kA units to be operated in the SM18.  It includes related controls system.",Required for Hi-Lumi SC magnets program,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
b10bdaa8-081a-4eb6-bcfb-d717a791c50c,BIS : acheiving compliance to CIBU interface,TE-MPE,CHRISTOPHE MARTIN (TE-MPE-MI),Consolidation & upgrade/Other,NONE,"LHC Machine, SPS",Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,This project concerns only the equipement systems and the locations where the electronics interface with the CIBU (BIS User remote interface unit) is not yet compliant with the requirements described in EDMS#636589 v.1.5,Risk of both reduced availability and reduced maintainability of the BIS,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
b229a438-dd11-496a-a259-8de47956eb58,Consolidate Electronics & Controls for PS-Complex kicker systems conformity with safety rules,SY-ABT,CHRISTOPHE BOUCLY (SY-ABT-BTC),Consolidation & upgrade/Other,ACCONS,"PS, PS Booster",4. Approved projects,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,Provide electronics & controls for consolidation of electrical discharge/earthing switches and oil fire protection,Higher risk of fire in surface building in case of failure.,"[['2022', '2023', '2024', '2025'], ['YETS2023-24', 'EYETS2024-25', 'LS3'], ['LS2']]",24.0,10.0,4.0,0
b45cbf73-a4d9-4b60-8e5a-e5aa725f693d,Supply 2x Trim Converters for LHC 11T Dipole (S67 & 78),SY-EPC,HUGUES THIESEN (SY-EPC-MPC),Consolidation & upgrade/Other,HL-11,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,RR73 & RR77,Be able to control the LHC Dipoles chain with the new 11T Dipoles,HL postponed,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
b5daa333-747d-4f27-a87d-a15d35d9c758,Building 163/165 upgrade projet: Fresca 2 cryostat installation,TE-RAS,GERMANA RIDDONE (TE-RAS-GLO),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,OTHER,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,"Buildings 103, 163 et 165",Upgrade facility of production and qualification superconducting cables,"Delay production cables for LHC consolidation, LHC-HI-Lumi, FCC.","[['LS2'], ['LS2'], ['LS2']]",12.0,12.0,-1.0,0
b668c46b-bd24-4a07-91fc-6d727a996de8,Experiments GCS complete PLC code regeneration (with software improvement and ew profibus addresses),BE-ICS,ENRIQUE BLANCO VINUELA (BE-ICS-CE),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,OTHER,"Alice, Atlas, CMS, LHCb",Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,Regeneration and installation of PLC software,Schneider Premium PLC will become obsolete. Require upgrade to M580,"[['LS2'], ['LS2'], ['LS2']]",21.0,-1.0,-1.0,0
d4924097-1304-41fb-89e8-050a112f8788,DSS: re-engineering project (PLCs code and/or components: e.g. TSPP),BE-ICS,ENRIQUE BLANCO VINUELA (BE-ICS-CE),Consolidation & upgrade/Other,OTHER,"Alice, Atlas, CMS, LHCb",Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,DSS: re-engineering project (PLCs code and/or components: e.g. TSPP),DSS will not be supportable after LS2,"[['LS2'], ['LS2'], ['LS2']]",6.0,2.0,-1.0,0
d98d980e-bd1e-4063-b63d-2782445894f8,CMS - Refurb 186 Assembly buiding,EP-CMX,DAVID BARNEY (EP-CMX),Consolidation & upgrade/Other,OTHER,CMS,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,186,Tracker upgrade needed for run 4,Will compromise run 4 (strip tracker upgrade) if the work is not done in 2018/2019,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
dce3db55-9ba3-46ba-90f8-9baba04fffe0,Cluster F UPG,TE-MSC,SANDRINE LE NAOUR (TE-MSC-CMI),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,HL,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,SM18,Modification of high and low current circuits for HL-LHC cold mass and SC link cold testing,"SC link can not be tested at cold. The test stand is the back up solution for the cluster A for Q2a,D2, type of cold masas testing for hL LHC","[['LS2'], ['LS2'], ['LS2']]",8.0,36.0,4.0,10
e08a09d3-fb22-4cf2-b81e-d9de535c396b,Deploy - Beam Imminent Warning & Evacuation system - new line in nTOF EAR2,EN-AA,SILVIA GRAU (EN-AA-AS),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,ACCONS,nTOF,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,NTOF-EAR2,Deploy BIW in nTOF EAR2,Safety compromised. ,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,8
e274d676-df1d-405d-86e3-4fc7f34833a7,BIS - Deployment of the Beam Interlock System for SPS Injection,TE-MPE,IVAN ROMERA RAMIREZ (TE-MPE-MI),Consolidation & upgrade/Other,OTHER,SPS,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,Deploy the BIS solution in the Injection region of the SPS,SPS injection region not protected by the BIS for the run3,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
ebca331a-db6c-4e67-bcc8-4c745a405451,Building 163/165 upgrade projet: water cooled cables,TE-VSC,PAOLO CHIGGIATO (TE-VSC),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,LHC-CONS,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,"Buildings 103, 163 et 165",Upgrade facility of production and qualification superconducting cables,"Delay production cables for LHC consolidation, LHC-HI-Lumi, FCC.","[['LS2'], ['LS2'], ['LS2']]",20.0,4.0,-1.0,1
efeaffc8-756b-4553-ba31-30d1a7d0ee16,WIC - Testing catalog for WIC devices,BE-ICS,JOHN BRADFORD SCHOFIELD (BE-ICS-CE),Consolidation & upgrade/Other,NONE,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,"Define and implement a test catalog to test full chain after each release
",important,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
f5ca3c1d-128c-41ba-903f-f317c8ac5dc8,CMS- 892 Refurb lab & assembly,EP-CMX,MARTIN GASTAL (EP-CMX-SCI),Consolidation & upgrade/Other,OTHER,CMS,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,892,"892: spare module for Ecal & development lab
Needs to be consolidated (EL)","Need to be done by 2021, else compromise CMS program","[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
f71f448a-ae27-4e6c-b0fc-b4440fa285c4,Supply new converter for ISOLDE OFF-LINE #2 Separator magnet,SY-EPC,JULIEN PARRA-LOPEZ (SY-EPC-FPC),Consolidation & upgrade/Other,OTHER,ISOLDE,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Building 26,"Consolidation of the powering of the  magnet separator at ISOLDE OFF-LINE #2 with remote control
Work Package : 
Work Unit No.",Impact on ISOLDE operation,"[['LS2'], ['2022'], ['LS2']]",-1.0,-1.0,-1.0,0
fa452495-f215-4d7c-821d-4216ee42e462,NA62 Detector Control System - Integration and harmonization of detectors,BE-ICS,PIOTR JANUSZ GOLONKA (BE-ICS-FT),Consolidation & upgrade/Other,NONE,NA62,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,"Some of the already pending tasks may fall into LS2. As of now the list contains: integration of RICH front end control, New CHOD, standardization/harmonization of FSM models, user friendly recipes access, integrity monitoring and improvement (probably with automatic recovery), ELMB power supply control, etc...Â  Upgrade of new frameworks and WinCC OA
",important,"[['2022', '2023'], ['YETS2022-23', 'YETS2023-24'], ['YETS2022-23', 'YETS2023-24']]",-1.0,-1.0,-1.0,0
fb7794cd-e724-44bf-bf6e-25d209971e09,UPS Batteries ventilation and smoke extraction,EP-CMX,DAVID BARNEY (EP-CMX),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,OTHER,CMS,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,SUX5,Improve the fire safety of the SUX5 UPS batteries banks,High risk for the SUX5 and the underground ventilation.,"[['LS2'], ['LS2'], ['LS2']]",20.0,4.0,1.0,0
fb832622-6f4b-4e12-ab66-edcf1fcf55e8,Prototype Head-Tail Monitor - clone,SY-BI,THIBAUT LEFEVRE (SY-BI),Consolidation & upgrade/Other,HL-13,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,New instrument development for HL-LHC,Delayed production for HL-LHC,"[['LS2'], ['LS2'], ['LS2']]",36.0,1.0,-1.0,0
fc3b9627-f4df-47dd-bbcd-92f4f32e3794,LHC GCS gas Logic module template upgrade (software improvement and new profibus),BE-ICS,ENRIQUE BLANCO VINUELA (BE-ICS-CE),Consolidation & upgrade/Other,OTHER,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,"new functionality, bug fixes and regeneration with new profibus address configuration",Schneider Premium PLC will become obsolete. Require upgrade to M580,"[['LS2'], ['LS2'], ['LS2']]",1.0,-1.0,-1.0,0
fdeda6bb-4d4e-4e40-9dd9-c8366e279bb7,GCS (All) PLC software upgrade to new PLC and baseline software versions,BE-ICS,ENRIQUE BLANCO VINUELA (BE-ICS-CE),Consolidation & upgrade/Other,OTHER,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,19-NOV-21,Unknown,GCS PLC software upgrade to new PLC,Schneider Premium PLC will become obsolete. Require upgrade to M580,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
